LineId,Month,Day,Time,Host,Process,Pid,Content,EventId,EventTemplate,ParameterList
678,Jun,14,00:38:49,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=198.51.100.135 DST=10.0.1.8 PROTO=TCP SPT=25984 DPT=443,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '198.51.100.135', '10.0.1.8', '25984', '443']"
679,Jun,14,00:38:51,secops-01,sshd,18748,input_userauth_request: invalid user ec2-user [preauth],S12,input_userauth_request: invalid user <*> [preauth],['ec2-user']
680,Jun,14,00:38:55,secops-01,audit,3828,USER_LOGIN pid=3799 uid=1000 auid=1000 user=support exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['3799', '1000', '1000', 'support', 'success']"
681,Jun,14,00:38:58,secops-01,sshd,13358,Failed password for invalid user guest from 203.0.113.210 port 30685 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['guest', '203.0.113.210', '30685']"
682,Jun,14,00:39:02,secops-01,sudo,38370,pam_unix(sudo:session): session opened for user deploy by git(uid=0),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['deploy', 'git', '0']"
683,Jun,14,00:39:02,secops-01,sshd,20245,error: maximum authentication attempts exceeded for root from 192.0.2.101 port 28324 ssh2 [preauth],S13,error: maximum authentication attempts exceeded for <*> from <*> port <*> ssh2 [preauth],"['root', '192.0.2.101', '28324']"
684,Jun,14,00:39:05,secops-01,sshd,24518,Failed password for oracle from 203.0.113.224 port 52202 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '203.0.113.224', '52202']"
685,Jun,14,00:39:09,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=198.51.100.141 DST=10.0.9.52 PROTO=UDP SPT=51889 DPT=53,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['ens3', '198.51.100.141', '10.0.9.52', '51889', '53']"
686,Jun,14,00:39:10,secops-01,sshd,26837,Disconnected from authenticating user postgres 203.0.113.248 port 12413 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['postgres', '203.0.113.248', '12413']"
687,Jun,14,00:39:14,secops-01,sshd,15273,Invalid user git from 203.0.113.69 port 9548,S05,Invalid user <*> from <*> port <*>,"['git', '203.0.113.69', '9548']"
688,Jun,14,00:39:19,secops-01,sshd,15036,Failed password for test from 198.51.100.41 port 3641 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '198.51.100.41', '3641']"
689,Jun,14,00:39:26,secops-01,sshd,19868,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
690,Jun,14,00:39:27,secops-01,sudo,35866,pam_unix(sudo:session): session closed for user deploy,U02,pam_unix(sudo:session): session closed for user <*>,['deploy']
691,Jun,14,00:39:30,secops-01,sudo,38608,pam_unix(sudo:session): session closed for user ubuntu,U02,pam_unix(sudo:session): session closed for user <*>,['ubuntu']
692,Jun,14,00:39:31,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.42 DST=10.0.6.141 PROTO=ICMP TYPE=3 CODE=1,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['eth0', '198.51.100.42', '10.0.6.141', '3', '1']"
693,Jun,14,00:39:35,secops-01,sshd,21822,Invalid user backup from 203.0.113.86 port 22720,S05,Invalid user <*> from <*> port <*>,"['backup', '203.0.113.86', '22720']"
694,Jun,14,00:39:36,secops-01,sshd,10288,Failed password for invalid user operator from 198.51.100.123 port 37811 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['operator', '198.51.100.123', '37811']"
695,Jun,14,00:39:39,secops-01,sshd,17875,input_userauth_request: invalid user test [preauth],S12,input_userauth_request: invalid user <*> [preauth],['test']
696,Jun,14,00:39:39,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.205 DST=10.0.1.100 PROTO=ICMP TYPE=0 CODE=1,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['ens3', '203.0.113.205', '10.0.1.100', '0', '1']"
697,Jun,14,00:39:42,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.132 DST=10.0.7.126 PROTO=UDP SPT=3897 DPT=3306,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['ens3', '203.0.113.132', '10.0.7.126', '3897', '3306']"
698,Jun,14,00:39:42,secops-01,sshd,27628,Accepted publickey for admin from 192.0.2.44 port 64700 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['admin', '192.0.2.44', '64700']"
699,Jun,14,00:39:48,secops-01,sshd,16985,Received disconnect from 203.0.113.163 port 51721:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.163', '51721']"
700,Jun,14,00:39:50,secops-01,sudo,31181,ec2-user : command not allowed with sudo ; TTY=tty1 ; PWD=/tmp ; COMMAND=/usr/bin/docker ps,U05,<*> : command not allowed with sudo ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['ec2-user', 'tty1', '/tmp', '/usr/bin/docker ps']"
701,Jun,14,00:39:52,secops-01,sshd,11778,Failed password for www-data from 203.0.113.24 port 5824 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['www-data', '203.0.113.24', '5824']"
702,Jun,14,00:39:55,secops-01,sudo,31154,pam_unix(sudo:session): session closed for user deploy,U02,pam_unix(sudo:session): session closed for user <*>,['deploy']
703,Jun,14,00:40:01,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.163 DST=10.0.6.112 PROTO=UDP SPT=21759 DPT=22,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['ens3', '203.0.113.163', '10.0.6.112', '21759', '22']"
704,Jun,14,00:40:02,secops-01,sshd,10193,input_userauth_request: invalid user guest [preauth],S12,input_userauth_request: invalid user <*> [preauth],['guest']
705,Jun,14,00:40:07,secops-01,sudo,31189,pam_unix(sudo:session): session opened for user deploy by root(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['deploy', 'root', '1001']"
706,Jun,14,00:40:14,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.177 DST=10.0.4.157 PROTO=UDP SPT=6693 DPT=3306,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '203.0.113.177', '10.0.4.157', '6693', '3306']"
707,Jun,14,00:40:17,secops-01,sshd,27480,Invalid user support from 198.51.100.123 port 11268,S05,Invalid user <*> from <*> port <*>,"['support', '198.51.100.123', '11268']"
708,Jun,14,00:40:19,secops-01,sshd,19665,Failed password for git from 198.51.100.219 port 36788 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['git', '198.51.100.219', '36788']"
709,Jun,14,00:40:19,secops-01,sshd,22226,Failed password for invalid user backup from 192.0.2.205 port 57852 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['backup', '192.0.2.205', '57852']"
710,Jun,14,00:40:19,secops-01,sshd,11368,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.33,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.33']
711,Jun,14,00:40:23,secops-01,sshd,12789,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.142,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.142']
712,Jun,14,00:40:25,secops-01,sshd,23521,Failed password for invalid user www-data from 192.0.2.90 port 14900 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['www-data', '192.0.2.90', '14900']"
713,Jun,14,00:40:27,secops-01,sshd,13755,Failed password for ec2-user from 198.51.100.66 port 13759 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '198.51.100.66', '13759']"
714,Jun,14,00:40:34,secops-01,sshd,11782,input_userauth_request: invalid user nagios [preauth],S12,input_userauth_request: invalid user <*> [preauth],['nagios']
715,Jun,14,00:40:35,secops-01,sshd,18214,Received disconnect from 203.0.113.173 port 5438:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.173', '5438']"
716,Jun,14,00:40:38,secops-01,sshd,14201,Failed password for invalid user nagios from 203.0.113.86 port 24429 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['nagios', '203.0.113.86', '24429']"
717,Jun,14,00:40:45,secops-01,sshd,25920,Failed password for nagios from 203.0.113.51 port 21850 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['nagios', '203.0.113.51', '21850']"
718,Jun,14,00:40:50,secops-01,sshd,28532,Accepted publickey for postgres from 203.0.113.151 port 11011 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['postgres', '203.0.113.151', '11011']"
719,Jun,14,00:40:53,secops-01,sudo,34033,git : user NOT authorized on host ; TTY=pts/0 ; PWD=/home/deploy ; COMMAND=/usr/bin/apt update,U03,<*> : user NOT authorized on host ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['git', 'pts/0', '/home/deploy', '/usr/bin/apt update']"
720,Jun,14,00:40:55,secops-01,sshd,21779,Connection reset by 198.51.100.72 port 56081 [preauth],S14,Connection reset by <*> port <*> [preauth],"['198.51.100.72', '56081']"
721,Jun,14,00:41:02,secops-01,sshd,25727,input_userauth_request: invalid user deploy [preauth],S12,input_userauth_request: invalid user <*> [preauth],['deploy']
722,Jun,14,00:41:03,secops-01,sshd,15759,Disconnected from authenticating user operator 203.0.113.143 port 8156 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['operator', '203.0.113.143', '8156']"
723,Jun,14,00:41:04,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=192.0.2.52 DST=10.0.4.189 PROTO=TCP SPT=59110 DPT=80,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '192.0.2.52', '10.0.4.189', '59110', '80']"
724,Jun,14,00:41:04,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.150 DST=10.0.6.198 PROTO=TCP SPT=39692 DPT=53,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.150', '10.0.6.198', '39692', '53']"
725,Jun,14,00:41:06,secops-01,sshd,25469,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.140,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.140']
726,Jun,14,00:41:08,secops-01,sshd,19535,Invalid user ec2-user from 192.0.2.152 port 49076,S05,Invalid user <*> from <*> port <*>,"['ec2-user', '192.0.2.152', '49076']"
727,Jun,14,00:41:11,secops-01,sshd,10347,Connection closed by authenticating user guest 203.0.113.95 port 33934 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['guest', '203.0.113.95', '33934']"
728,Jun,14,00:41:18,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.37 DST=10.0.7.42 PROTO=TCP SPT=12764 DPT=443,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.37', '10.0.7.42', '12764', '443']"
729,Jun,14,00:41:21,secops-01,kernel,,[UFW ALLOW] IN=eth0 OUT= SRC=203.0.113.126 DST=10.0.3.18 PROTO=TCP SPT=18348 DPT=5432,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '203.0.113.126', '10.0.3.18', '18348', '5432']"
730,Jun,14,00:41:28,secops-01,sshd,22717,Failed password for ec2-user from 203.0.113.204 port 24698 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '203.0.113.204', '24698']"
731,Jun,14,00:41:32,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.168 DST=10.0.5.28 PROTO=UDP SPT=47144 DPT=8443,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '203.0.113.168', '10.0.5.28', '47144', '8443']"
732,Jun,14,00:41:38,secops-01,sudo,32848,oracle : command not allowed with sudo ; TTY=tty1 ; PWD=/etc ; COMMAND=/bin/cat /etc/passwd,U05,<*> : command not allowed with sudo ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['oracle', 'tty1', '/etc', '/bin/cat /etc/passwd']"
733,Jun,14,00:41:42,secops-01,sshd,12550,reverse mapping checking getaddrinfo for host76.example-corp.com [198.51.100.215] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host76.example-corp.com', '198.51.100.215']"
734,Jun,14,00:41:49,secops-01,sshd,21306,Invalid user backup from 203.0.113.105 port 24151,S05,Invalid user <*> from <*> port <*>,"['backup', '203.0.113.105', '24151']"
735,Jun,14,00:41:51,secops-01,sudo,30108,pam_unix(sudo:session): session closed for user deploy,U02,pam_unix(sudo:session): session closed for user <*>,['deploy']
736,Jun,14,00:41:53,secops-01,sshd,16930,Disconnected from authenticating user ec2-user 203.0.113.166 port 19427 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['ec2-user', '203.0.113.166', '19427']"
737,Jun,14,00:41:59,secops-01,sshd,17547,Failed password for invalid user deploy from 198.51.100.211 port 8778 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['deploy', '198.51.100.211', '8778']"
738,Jun,14,00:42:06,secops-01,sudo,37844,www-data : user NOT authorized on host ; TTY=pts/0 ; PWD=/tmp ; COMMAND=/usr/bin/docker ps,U03,<*> : user NOT authorized on host ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['www-data', 'pts/0', '/tmp', '/usr/bin/docker ps']"
739,Jun,14,00:42:06,secops-01,sshd,17984,Failed password for invalid user ubuntu from 198.51.100.107 port 2495 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['ubuntu', '198.51.100.107', '2495']"
740,Jun,14,00:42:08,secops-01,sshd,11284,Failed password for nagios from 203.0.113.163 port 34620 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['nagios', '203.0.113.163', '34620']"
741,Jun,14,00:42:08,secops-01,sshd,23285,Failed password for oracle from 192.0.2.134 port 63823 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '192.0.2.134', '63823']"
742,Jun,14,00:42:10,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=192.0.2.57 DST=10.0.7.157 PROTO=TCP SPT=31918 DPT=8080,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '192.0.2.57', '10.0.7.157', '31918', '8080']"
743,Jun,14,00:42:14,secops-01,sshd,15959,Failed password for invalid user git from 198.51.100.205 port 39208 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['git', '198.51.100.205', '39208']"
744,Jun,14,00:42:15,secops-01,sshd,29352,Failed password for postgres from 203.0.113.118 port 40118 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['postgres', '203.0.113.118', '40118']"
745,Jun,14,00:42:21,secops-01,sshd,27128,Failed password for invalid user git from 203.0.113.6 port 14285 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['git', '203.0.113.6', '14285']"
746,Jun,14,00:42:21,secops-01,sudo,39827,nagios : 2 incorrect password attempts ; TTY=pts/0 ; PWD=/tmp ; COMMAND=/bin/cat /etc/passwd,U04,<*> : <*> incorrect password attempts ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['nagios', '2', 'pts/0', '/tmp', '/bin/cat /etc/passwd']"
747,Jun,14,00:42:21,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.170 DST=10.0.2.232 PROTO=TCP SPT=40573 DPT=8443,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '203.0.113.170', '10.0.2.232', '40573', '8443']"
748,Jun,14,00:42:24,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.96 DST=10.0.0.180 PROTO=TCP SPT=35746 DPT=6379,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '203.0.113.96', '10.0.0.180', '35746', '6379']"
749,Jun,14,00:42:30,secops-01,kernel,,[UFW ALLOW] IN=ens3 OUT= SRC=198.51.100.99 DST=10.0.5.152 PROTO=TCP SPT=53755 DPT=80,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '198.51.100.99', '10.0.5.152', '53755', '80']"
750,Jun,14,00:42:34,secops-01,sshd,12746,Failed password for test from 198.51.100.234 port 57322 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '198.51.100.234', '57322']"
751,Jun,14,00:42:40,secops-01,sshd,27816,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
752,Jun,14,00:42:41,secops-01,sshd,28939,Failed password for invalid user root from 198.51.100.204 port 1490 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['root', '198.51.100.204', '1490']"
753,Jun,14,00:42:47,secops-01,sshd,20351,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.54,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.54']
754,Jun,14,00:42:53,secops-01,sshd,18562,Invalid user ubuntu from 203.0.113.151 port 17646,S05,Invalid user <*> from <*> port <*>,"['ubuntu', '203.0.113.151', '17646']"
755,Jun,14,00:42:56,secops-01,sshd,23023,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.176,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.176']
756,Jun,14,00:43:03,secops-01,sshd,28320,Disconnected from authenticating user operator 203.0.113.47 port 25286 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['operator', '203.0.113.47', '25286']"
757,Jun,14,00:43:05,secops-01,sshd,23045,Failed password for invalid user oracle from 203.0.113.200 port 47259 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['oracle', '203.0.113.200', '47259']"
758,Jun,14,00:43:11,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.116 DST=10.0.2.27 PROTO=TCP SPT=15078 DPT=8443,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.116', '10.0.2.27', '15078', '8443']"
759,Jun,14,00:43:13,secops-01,sudo,30852,pam_unix(sudo:session): session closed for user deploy,U02,pam_unix(sudo:session): session closed for user <*>,['deploy']
760,Jun,14,00:43:20,secops-01,sshd,14762,Invalid user postgres from 203.0.113.25 port 54976,S05,Invalid user <*> from <*> port <*>,"['postgres', '203.0.113.25', '54976']"
761,Jun,14,00:43:26,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.69 DST=10.0.3.96 PROTO=UDP SPT=6269 DPT=22,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['ens3', '203.0.113.69', '10.0.3.96', '6269', '22']"
762,Jun,14,00:43:28,secops-01,kernel,,[UFW ALLOW] IN=ens3 OUT= SRC=198.51.100.135 DST=10.0.4.184 PROTO=TCP SPT=64169 DPT=22,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '198.51.100.135', '10.0.4.184', '64169', '22']"
763,Jun,14,00:43:32,secops-01,sshd,26978,Received disconnect from 203.0.113.53 port 56766:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.53', '56766']"
764,Jun,14,00:43:34,secops-01,sshd,17591,Failed password for invalid user operator from 203.0.113.134 port 46797 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['operator', '203.0.113.134', '46797']"
765,Jun,14,00:43:34,secops-01,sshd,17839,input_userauth_request: invalid user deploy [preauth],S12,input_userauth_request: invalid user <*> [preauth],['deploy']
766,Jun,14,00:43:37,secops-01,audit,2660,USER_AUTH pid=1355 uid=1000 auid=1001 user=deploy exe=/usr/sbin/sshd res=failed,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['1355', '1000', '1001', 'deploy', 'failed']"
767,Jun,14,00:43:41,secops-01,sshd,12954,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.19,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.19']
768,Jun,14,00:43:46,secops-01,sudo,35703,pam_unix(sudo:session): session opened for user deploy by backup(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['deploy', 'backup', '1001']"
